Time(dd/mm/yyyy),Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa)
22/07/2022 6:50:01 AM,"670","25.1","55","1015"
22/07/2022 6:55:01 AM,"689","25.1","55","1015"
22/07/2022 7:00:01 AM,"686","25.1","55","1015"
22/07/2022 7:05:01 AM,"680","25.1","55","1015"
22/07/2022 7:10:01 AM,"691","25.1","55","1015"
22/07/2022 7:15:01 AM,"675","25.1","55","1015"
22/07/2022 7:20:01 AM,"699","25.1","55","1015"
22/07/2022 7:25:01 AM,"707","25.1","55","1015"
22/07/2022 7:30:01 AM,"736","25.1","55","1015"
22/07/2022 7:35:01 AM,"775","25.1","55","1015"
22/07/2022 7:40:01 AM,"785","25.2","55","1015"
22/07/2022 7:45:01 AM,"775","25.2","55","1015"
22/07/2022 7:50:01 AM,"831","25.2","55","1015"
22/07/2022 7:55:01 AM,"862","25.2","55","1015"
22/07/2022 8:00:01 AM,"885","25.2","55","1015"
22/07/2022 8:05:01 AM,"870","25.2","55","1015"
22/07/2022 8:10:01 AM,"834","25.2","55","1015"
22/07/2022 8:15:01 AM,"830","25.2","56","1015"
22/07/2022 8:20:01 AM,"818","25.2","56","1015"
22/07/2022 8:25:01 AM,"831","25.2","55","1015"
22/07/2022 8:30:01 AM,"836","25.2","56","1015"
22/07/2022 8:35:01 AM,"759","25.2","55","1015"
22/07/2022 8:40:01 AM,"734","25.2","55","1015"
22/07/2022 8:45:01 AM,"757","25.2","55","1015"
22/07/2022 8:50:01 AM,"754","25.1","55","1015"
22/07/2022 8:55:01 AM,"732","25.2","55","1015"
22/07/2022 9:00:01 AM,"738","25.2","55","1015"
22/07/2022 9:05:01 AM,"756","25.2","56","1015"
22/07/2022 9:14:58 AM,"748","25.2","56","1015"
22/07/2022 9:19:58 AM,"777","25.3","56","1015"
22/07/2022 9:24:58 AM,"811","25.3","57","1015"
22/07/2022 9:29:58 AM,"798","25.3","57","1015"
22/07/2022 9:34:58 AM,"796","25.3","57","1015"
22/07/2022 9:39:58 AM,"728","25.3","57","1015"
22/07/2022 9:44:58 AM,"760","25.3","57","1015"
22/07/2022 9:49:58 AM,"724","25.3","57","1015"
22/07/2022 9:54:58 AM,"733","25.3","58","1015"
22/07/2022 9:59:58 AM,"710","25.3","58","1015"
22/07/2022 10:04:58 AM,"574","26.3","54","1016"
22/07/2022 10:09:58 AM,"544","25.9","54","1016"
22/07/2022 10:14:58 AM,"524","25.7","55","1016"
22/07/2022 10:19:58 AM,"541","25.6","55","1016"
22/07/2022 10:24:58 AM,"550","25.6","55","1016"
22/07/2022 10:29:58 AM,"547","25.5","56","1016"
22/07/2022 10:34:58 AM,"533","25.5","56","1016"
22/07/2022 10:39:58 AM,"548","25.5","56","1016"
22/07/2022 10:44:58 AM,"589","25.5","56","1016"
22/07/2022 10:49:58 AM,"588","25.5","56","1016"
22/07/2022 10:54:58 AM,"597","25.1","55","1016"
22/07/2022 10:59:58 AM,"628","24.8","54","1016"
22/07/2022 11:04:58 AM,"653","24.6","53","1016"
22/07/2022 11:09:58 AM,"648","24.5","53","1016"
22/07/2022 11:14:58 AM,"644","24.3","52","1016"
22/07/2022 11:19:58 AM,"660","24.2","52","1016"
22/07/2022 11:24:58 AM,"632","24.1","52","1016"
22/07/2022 11:29:58 AM,"661","24.0","52","1016"
22/07/2022 11:34:58 AM,"634","23.8","51","1016"
22/07/2022 11:39:58 AM,"608","23.8","51","1016"
22/07/2022 11:44:58 AM,"601","23.7","51","1016"
22/07/2022 11:49:58 AM,"585","23.6","51","1016"
22/07/2022 11:54:58 AM,"637","23.6","52","1016"
22/07/2022 11:59:58 AM,"618","23.6","52","1016"
22/07/2022 12:04:58 PM,"577","23.5","52","1016"
22/07/2022 12:09:58 PM,"573","23.5","52","1016"
22/07/2022 12:14:58 PM,"554","23.5","51","1016"
22/07/2022 12:19:58 PM,"550","23.4","51","1016"
22/07/2022 12:24:58 PM,"553","23.4","51","1016"
22/07/2022 12:29:58 PM,"560","23.3","51","1016"
22/07/2022 12:34:58 PM,"534","23.3","51","1016"
22/07/2022 12:39:58 PM,"521","23.3","51","1016"
22/07/2022 12:44:58 PM,"531","23.2","51","1016"
22/07/2022 12:49:58 PM,"537","23.2","51","1016"
22/07/2022 12:54:58 PM,"533","23.1","51","1016"
22/07/2022 12:59:58 PM,"525","23.1","51","1016"
22/07/2022 1:04:58 PM,"524","23.1","51","1016"
22/07/2022 1:09:58 PM,"520","23.0","51","1016"
22/07/2022 1:14:58 PM,"529","23.0","51","1016"
22/07/2022 1:19:58 PM,"511","23.0","51","1016"
22/07/2022 1:24:58 PM,"509","23.0","51","1016"
22/07/2022 1:29:58 PM,"518","22.9","51","1016"
22/07/2022 1:34:58 PM,"518","22.9","51","1016"
22/07/2022 1:39:58 PM,"514","22.9","51","1016"
22/07/2022 1:44:58 PM,"514","22.9","51","1016"
22/07/2022 1:49:58 PM,"525","22.9","52","1016"
22/07/2022 1:54:58 PM,"564","22.9","52","1016"
22/07/2022 1:59:58 PM,"596","23.0","52","1016"
22/07/2022 2:04:58 PM,"631","23.0","52","1016"
22/07/2022 2:09:58 PM,"629","23.0","52","1016"
22/07/2022 2:14:58 PM,"640","23.0","52","1016"
22/07/2022 2:19:58 PM,"616","22.9","52","1016"
22/07/2022 2:24:58 PM,"628","22.9","52","1016"
22/07/2022 2:29:58 PM,"625","23.0","52","1016"
22/07/2022 2:34:58 PM,"611","23.0","52","1016"
22/07/2022 2:39:58 PM,"575","23.0","52","1016"
22/07/2022 2:44:58 PM,"533","23.0","52","1016"
22/07/2022 2:49:58 PM,"546","22.9","52","1016"
22/07/2022 2:54:58 PM,"521","22.9","52","1016"
22/07/2022 2:59:58 PM,"499","22.9","52","1016"
22/07/2022 3:04:58 PM,"508","22.9","52","1016"
22/07/2022 3:09:58 PM,"516","22.9","52","1016"
22/07/2022 3:14:58 PM,"493","22.8","52","1016"
22/07/2022 3:19:58 PM,"497","22.8","52","1016"
22/07/2022 3:24:58 PM,"491","22.8","52","1016"
22/07/2022 3:29:58 PM,"498","22.8","52","1016"
22/07/2022 3:34:58 PM,"496","22.8","52","1016"
22/07/2022 3:39:58 PM,"487","22.8","52","1016"
22/07/2022 3:44:58 PM,"494","22.8","52","1015"
22/07/2022 3:49:58 PM,"477","22.7","52","1015"
22/07/2022 3:54:58 PM,"507","22.7","52","1015"
22/07/2022 3:59:58 PM,"497","22.7","52","1015"
22/07/2022 4:04:58 PM,"519","22.8","52","1015"
22/07/2022 4:09:58 PM,"538","22.8","52","1015"
22/07/2022 4:14:58 PM,"557","22.8","52","1015"
22/07/2022 4:19:58 PM,"584","22.9","52","1015"
22/07/2022 4:24:58 PM,"586","22.8","52","1015"
22/07/2022 4:29:58 PM,"607","22.8","52","1015"
22/07/2022 4:34:58 PM,"612","22.9","52","1015"
22/07/2022 4:39:58 PM,"629","22.9","52","1015"
22/07/2022 4:44:58 PM,"612","22.9","52","1015"
22/07/2022 4:49:58 PM,"608","22.9","52","1015"
22/07/2022 4:54:58 PM,"625","22.9","52","1015"
22/07/2022 4:59:58 PM,"619","23.1","52","1015"
22/07/2022 5:04:58 PM,"619","23.3","52","1015"
22/07/2022 5:09:58 PM,"635","23.4","52","1015"
22/07/2022 5:14:58 PM,"646","23.6","53","1015"
22/07/2022 5:19:58 PM,"697","23.8","53","1015"
22/07/2022 5:24:58 PM,"642","23.9","54","1015"
22/07/2022 5:29:58 PM,"457","27.4","55","1015"
22/07/2022 5:34:58 PM,"442","28.6","52","1015"
22/07/2022 5:39:58 PM,"437","29.3","51","1015"
22/07/2022 5:44:58 PM,"470","29.7","50","1015"
22/07/2022 5:49:58 PM,"448","30.0","50","1015"
22/07/2022 5:54:58 PM,"450","30.3","48","1015"
22/07/2022 5:59:58 PM,"462","30.5","47","1015"
22/07/2022 6:04:58 PM,"619","30.5","48","1015"
22/07/2022 6:09:58 PM,"610","30.9","48","1014"
22/07/2022 6:14:58 PM,"621","31.2","46","1013"
22/07/2022 6:19:58 PM,"588","31.5","45","1013"
22/07/2022 6:24:58 PM,"604","31.8","44","1014"
22/07/2022 6:29:58 PM,"468","34.8","39","1014"
22/07/2022 6:34:58 PM,"475","38.8","35","1014"
22/07/2022 6:39:58 PM,"429","41.1","30","1014"
22/07/2022 6:44:58 PM,"453","39.0","28","1014"
22/07/2022 6:49:58 PM,"609","36.6","34","1014"
22/07/2022 6:54:58 PM,"500","35.7","34","1014"
22/07/2022 6:59:58 PM,"614","35.3","38","1014"
22/07/2022 7:04:58 PM,"562","35.1","39","1014"
22/07/2022 7:09:58 PM,"551","35.0","41","1013"
22/07/2022 7:14:58 PM,"561","35.1","37","1012"
22/07/2022 7:19:58 PM,"587","35.1","36","1011"
22/07/2022 7:24:58 PM,"586","35.1","35","1009"
22/07/2022 7:29:58 PM,"566","35.1","37","1007"
22/07/2022 7:34:58 PM,"576","35.0","40","1004"
22/07/2022 7:39:58 PM,"857","34.8","40","1003"
22/07/2022 7:44:58 PM,"640","34.6","40","1003"
22/07/2022 7:49:58 PM,"580","34.7","41","1003"
22/07/2022 7:54:58 PM,"577","34.8","41","1003"
22/07/2022 7:59:58 PM,"654","34.6","40","1003"
22/07/2022 8:04:58 PM,"567","34.6","41","1004"
22/07/2022 8:09:58 PM,"487","33.5","41","1004"
22/07/2022 8:14:58 PM,"441","32.4","41","1003"
22/07/2022 8:19:58 PM,"495","31.8","43","1004"
22/07/2022 8:24:58 PM,"556","31.3","43","1004"
22/07/2022 8:29:58 PM,"478","31.0","44","1004"
22/07/2022 8:34:58 PM,"460","30.7","44","1003"
22/07/2022 8:39:58 PM,"459","30.4","45","1003"
22/07/2022 8:44:58 PM,"544","30.3","46","1003"
22/07/2022 8:49:58 PM,"534","30.2","47","1003"
22/07/2022 8:54:58 PM,"596","30.1","47","1003"
22/07/2022 8:59:58 PM,"613","29.9","48","1003"
22/07/2022 9:04:58 PM,"670","29.8","49","1003"
22/07/2022 9:09:58 PM,"617","29.7","49","1003"
22/07/2022 9:14:58 PM,"599","29.5","50","1003"
22/07/2022 9:19:58 PM,"609","29.4","50","1003"
22/07/2022 9:24:58 PM,"571","29.3","50","1003"
22/07/2022 9:29:58 PM,"525","29.1","50","1003"
22/07/2022 9:34:58 PM,"498","29.0","50","1003"
22/07/2022 9:39:58 PM,"553","29.0","50","1003"
22/07/2022 9:44:58 PM,"507","28.8","50","1003"
22/07/2022 9:49:58 PM,"508","28.7","50","1003"
22/07/2022 9:54:58 PM,"493","28.6","50","1003"
22/07/2022 9:59:58 PM,"499","28.6","50","1003"
22/07/2022 10:04:58 PM,"505","28.5","50","1003"
22/07/2022 10:09:58 PM,"535","28.4","51","1003"
22/07/2022 10:14:58 PM,"509","28.3","51","1003"
22/07/2022 10:19:58 PM,"507","28.2","51","1003"
22/07/2022 10:24:58 PM,"499","28.1","51","1003"
22/07/2022 10:29:58 PM,"500","28.0","51","1003"
22/07/2022 10:34:58 PM,"537","27.9","51","1003"
22/07/2022 10:39:58 PM,"548","27.8","52","1003"
22/07/2022 10:44:58 PM,"527","27.7","52","1003"
22/07/2022 10:49:58 PM,"530","27.7","52","1003"
22/07/2022 10:54:58 PM,"521","27.6","52","1003"
22/07/2022 10:59:58 PM,"587","27.6","52","1003"
22/07/2022 11:04:58 PM,"601","27.7","52","1003"
22/07/2022 11:09:58 PM,"581","27.7","52","1003"
22/07/2022 11:14:58 PM,"593","27.7","52","1003"
22/07/2022 11:19:58 PM,"576","27.7","52","1003"
22/07/2022 11:24:58 PM,"584","27.6","52","1003"
22/07/2022 11:29:58 PM,"587","27.7","52","1003"
22/07/2022 11:34:58 PM,"579","27.8","52","1003"
22/07/2022 11:39:58 PM,"583","27.7","52","1003"
22/07/2022 11:44:58 PM,"680","27.8","53","1003"
22/07/2022 11:49:58 PM,"708","27.8","53","1003"
22/07/2022 11:54:58 PM,"743","27.8","53","1003"
22/07/2022 11:59:58 PM,"712","27.7","53","1003"
23/07/2022 12:04:58 AM,"673","27.5","53","1003"
23/07/2022 12:09:58 AM,"634","27.4","53","1003"
23/07/2022 12:14:58 AM,"647","27.3","53","1003"
23/07/2022 12:19:58 AM,"690","27.4","54","1003"
23/07/2022 12:24:58 AM,"742","27.5","54","1003"
23/07/2022 12:29:58 AM,"728","27.6","54","1003"
23/07/2022 12:34:58 AM,"700","27.5","54","1004"
23/07/2022 12:39:58 AM,"755","27.6","54","1004"
23/07/2022 12:44:58 AM,"751","27.6","54","1004"
23/07/2022 12:49:58 AM,"3159","27.9","61","1004"
23/07/2022 12:54:58 AM,"1034","27.9","57","1004"
23/07/2022 12:59:58 AM,"913","27.8","56","1004"
23/07/2022 1:04:58 AM,"908","27.8","56","1004"
23/07/2022 1:09:58 AM,"888","27.8","56","1004"
23/07/2022 1:14:58 AM,"899","27.8","56","1004"
23/07/2022 1:19:58 AM,"878","27.8","56","1004"
23/07/2022 1:24:58 AM,"847","27.8","55","1004"
23/07/2022 1:29:58 AM,"918","27.8","55","1003"
23/07/2022 1:34:58 AM,"885","27.8","55","1004"
23/07/2022 1:39:58 AM,"812","27.8","55","1004"
23/07/2022 1:44:58 AM,"841","27.7","55","1004"
23/07/2022 1:49:58 AM,"827","27.7","55","1003"
23/07/2022 1:54:58 AM,"820","27.7","56","1004"
23/07/2022 1:59:58 AM,"786","27.6","55","1003"
23/07/2022 2:04:58 AM,"758","27.6","55","1003"
23/07/2022 2:09:58 AM,"733","27.5","55","1003"
23/07/2022 2:14:58 AM,"680","27.4","55","1003"
23/07/2022 2:19:58 AM,"717","27.4","55","1003"
23/07/2022 2:24:58 AM,"726","27.4","56","1003"
23/07/2022 2:29:58 AM,"690","27.4","56","1003"
23/07/2022 2:34:58 AM,"692","27.4","56","1003"
23/07/2022 2:39:58 AM,"725","27.4","56","1003"
23/07/2022 2:44:58 AM,"739","27.4","56","1003"
23/07/2022 2:49:58 AM,"723","27.4","55","1004"
23/07/2022 2:54:58 AM,"695","27.3","55","1003"
23/07/2022 2:59:58 AM,"649","27.3","55","1003"
23/07/2022 3:04:58 AM,"650","27.3","55","1003"
23/07/2022 3:09:58 AM,"614","27.1","55","1003"
23/07/2022 3:14:58 AM,"572","27.0","56","1003"
23/07/2022 3:19:58 AM,"588","26.6","56","1003"
23/07/2022 3:24:58 AM,"586","26.5","56","1003"
23/07/2022 3:29:58 AM,"565","26.4","57","1003"
23/07/2022 3:34:58 AM,"568","26.4","57","1003"
23/07/2022 3:39:58 AM,"569","26.5","57","1002"
23/07/2022 3:44:58 AM,"542","26.4","57","1002"
23/07/2022 3:49:58 AM,"560","26.2","57","1002"
23/07/2022 3:54:58 AM,"557","26.2","57","1002"
23/07/2022 3:59:58 AM,"543","26.3","59","1002"
23/07/2022 4:04:58 AM,"557","26.4","59","1002"
23/07/2022 4:09:58 AM,"582","26.5","59","1002"
23/07/2022 4:14:58 AM,"581","26.5","58","1002"
23/07/2022 4:19:58 AM,"575","26.6","58","1002"
23/07/2022 4:24:58 AM,"592","26.7","58","1002"
23/07/2022 4:29:58 AM,"598","26.7","58","1002"
23/07/2022 4:34:58 AM,"609","26.7","58","1003"
23/07/2022 4:39:58 AM,"610","26.7","58","1003"
23/07/2022 4:44:58 AM,"615","26.7","58","1002"
23/07/2022 4:49:58 AM,"621","26.6","58","1003"
23/07/2022 4:54:58 AM,"628","26.6","58","1003"
23/07/2022 4:59:58 AM,"616","26.5","58","1003"
23/07/2022 5:04:58 AM,"602","26.5","58","1003"
23/07/2022 5:09:58 AM,"633","26.5","58","1003"
23/07/2022 5:14:58 AM,"633","26.4","58","1003"
23/07/2022 5:19:58 AM,"638","26.4","58","1003"
23/07/2022 5:24:58 AM,"631","26.4","58","1003"
23/07/2022 5:29:58 AM,"640","26.4","58","1003"
23/07/2022 5:34:58 AM,"641","26.4","58","1003"
23/07/2022 5:39:58 AM,"633","26.4","58","1003"
23/07/2022 5:44:58 AM,"654","26.4","58","1003"
23/07/2022 5:49:58 AM,"642","26.4","58","1003"
23/07/2022 5:54:58 AM,"634","26.3","58","1002"
23/07/2022 5:59:58 AM,"653","26.3","58","1003"
23/07/2022 6:04:58 AM,"635","26.3","58","1002"
23/07/2022 6:09:58 AM,"656","26.3","58","1003"
23/07/2022 6:14:58 AM,"625","26.3","58","1002"
23/07/2022 6:19:58 AM,"628","26.3","58","1003"
23/07/2022 6:24:58 AM,"625","26.3","58","1003"
23/07/2022 6:29:58 AM,"645","26.2","58","1003"
23/07/2022 6:34:58 AM,"633","26.2","58","1003"
23/07/2022 6:39:58 AM,"643","26.2","58","1003"
23/07/2022 6:44:58 AM,"621","26.2","58","1003"
23/07/2022 6:49:58 AM,"633","26.2","58","1003"
23/07/2022 6:54:58 AM,"656","26.2","58","1003"
23/07/2022 6:59:58 AM,"653","26.2","58","1003"
23/07/2022 7:04:58 AM,"658","26.2","58","1003"
23/07/2022 7:09:58 AM,"631","26.1","58","1003"
23/07/2022 7:14:58 AM,"648","26.1","58","1003"
23/07/2022 7:19:58 AM,"636","26.1","59","1003"
23/07/2022 7:24:58 AM,"628","26.1","58","1003"
23/07/2022 7:29:58 AM,"636","26.1","58","1003"
23/07/2022 7:34:58 AM,"656","26.2","59","1003"
23/07/2022 7:39:58 AM,"621","26.2","59","1003"
23/07/2022 7:44:58 AM,"634","26.2","59","1003"
23/07/2022 7:49:58 AM,"643","26.2","59","1003"
23/07/2022 7:54:58 AM,"613","26.2","59","1003"
23/07/2022 7:59:58 AM,"617","26.2","59","1003"
23/07/2022 8:04:58 AM,"608","26.1","59","1002"
23/07/2022 8:09:58 AM,"639","26.1","59","1002"
23/07/2022 8:14:58 AM,"624","26.1","59","1003"
23/07/2022 8:19:58 AM,"631","26.1","59","1003"
23/07/2022 8:24:58 AM,"623","26.0","59","1003"
23/07/2022 8:29:58 AM,"610","26.0","59","1003"
23/07/2022 8:34:58 AM,"617","26.0","59","1003"
23/07/2022 8:39:58 AM,"617","26.0","59","1003"
23/07/2022 8:44:58 AM,"589","25.9","59","1003"
23/07/2022 8:49:58 AM,"588","26.0","59","1003"
23/07/2022 8:54:58 AM,"587","26.0","59","1003"
23/07/2022 8:59:58 AM,"590","26.1","59","1003"
23/07/2022 9:04:58 AM,"582","26.2","59","1003"
23/07/2022 9:09:58 AM,"555","26.2","59","1003"
23/07/2022 9:14:58 AM,"541","26.2","59","1003"
23/07/2022 9:19:58 AM,"553","26.2","59","1003"
23/07/2022 9:24:58 AM,"540","26.2","59","1003"
23/07/2022 9:29:58 AM,"504","26.1","59","1003"
23/07/2022 9:34:58 AM,"512","26.1","59","1003"
23/07/2022 9:39:58 AM,"487","26.1","58","1002"
23/07/2022 9:44:58 AM,"495","26.0","58","1003"
23/07/2022 9:49:58 AM,"486","26.0","58","1003"
23/07/2022 9:54:58 AM,"465","26.0","58","1002"
23/07/2022 9:59:58 AM,"483","26.0","58","1003"
23/07/2022 10:04:58 AM,"451","26.1","58","1002"
23/07/2022 10:09:58 AM,"481","26.1","58","1002"
23/07/2022 10:14:58 AM,"478","26.2","57","1002"
23/07/2022 10:19:58 AM,"553","26.3","57","1002"
23/07/2022 10:24:58 AM,"553","26.4","57","1002"
23/07/2022 10:29:58 AM,"540","26.4","57","1002"
23/07/2022 10:34:58 AM,"550","26.4","57","1002"
23/07/2022 10:39:58 AM,"538","26.4","57","1002"
23/07/2022 10:44:58 AM,"525","26.6","57","1002"
23/07/2022 10:49:58 AM,"515","26.6","57","1002"
23/07/2022 10:54:58 AM,"547","26.7","57","1002"
23/07/2022 10:59:58 AM,"534","26.7","57","1002"
23/07/2022 11:04:58 AM,"558","26.8","57","1002"
23/07/2022 11:09:58 AM,"613","26.9","57","1002"
23/07/2022 11:14:58 AM,"595","26.9","56","1002"
23/07/2022 11:19:58 AM,"547","26.9","56","1003"
23/07/2022 11:24:58 AM,"545","27.0","55","1002"
23/07/2022 11:29:58 AM,"539","27.8","56","1003"
23/07/2022 11:34:58 AM,"559","27.7","57","1003"
23/07/2022 11:39:58 AM,"558","28.1","61","1003"
23/07/2022 11:44:58 AM,"446","27.8","54","1003"
23/07/2022 11:49:58 AM,"981","27.3","59","1003"
23/07/2022 11:54:58 AM,"566","27.3","59","1002"
23/07/2022 11:59:58 AM,"608","27.3","58","1001"
23/07/2022 12:04:58 PM,"578","27.3","57","1002"
23/07/2022 12:09:58 PM,"562","27.3","58","1002"
23/07/2022 12:14:58 PM,"540","27.6","58","1002"
23/07/2022 12:19:58 PM,"504","28.0","57","1002"
23/07/2022 12:24:58 PM,"472","28.2","57","1002"
23/07/2022 12:29:58 PM,"490","28.5","56","1002"
23/07/2022 12:34:58 PM,"475","28.8","56","1002"
23/07/2022 12:39:58 PM,"852","28.3","56","1002"
23/07/2022 12:44:58 PM,"656","28.7","57","1002"
23/07/2022 12:49:58 PM,"569","29.1","54","999"
23/07/2022 12:54:58 PM,"672","29.2","54","999"
23/07/2022 12:59:58 PM,"560","29.3","52","998"
23/07/2022 1:04:58 PM,"574","29.5","51","998"
23/07/2022 1:09:58 PM,"494","29.5","51","996"
23/07/2022 1:14:58 PM,"481","29.6","50","993"
23/07/2022 1:19:58 PM,"497","29.7","50","991"
23/07/2022 1:24:58 PM,"481","29.9","49","990"
23/07/2022 1:29:58 PM,"487","30.0","49","989"
23/07/2022 1:34:58 PM,"494","30.1","48","993"
23/07/2022 1:39:58 PM,"502","30.1","48","996"
23/07/2022 1:44:58 PM,"475","30.3","48","1000"
23/07/2022 1:49:58 PM,"509","30.3","49","1002"
23/07/2022 1:54:58 PM,"497","30.4","49","1002"
23/07/2022 1:59:58 PM,"553","30.6","49","1002"
23/07/2022 2:04:58 PM,"584","30.7","49","1004"
23/07/2022 2:09:58 PM,"514","30.6","50","1004"
23/07/2022 2:14:58 PM,"520","30.9","50","1004"
23/07/2022 2:19:58 PM,"516","30.7","49","1004"
23/07/2022 2:24:58 PM,"442","30.7","50","1004"
23/07/2022 2:29:58 PM,"446","30.7","50","1004"
23/07/2022 2:34:58 PM,"449","30.7","49","1004"
23/07/2022 2:39:58 PM,"427","30.7","46","1003"
23/07/2022 2:44:58 PM,"456","30.7","48","1003"
23/07/2022 2:49:58 PM,"441","30.6","48","1003"
23/07/2022 2:54:58 PM,"433","30.5","47","1003"
23/07/2022 2:59:58 PM,"449","30.3","48","1003"
23/07/2022 3:04:58 PM,"444","30.0","49","1003"
23/07/2022 3:09:58 PM,"441","29.9","49","1003"
23/07/2022 3:14:58 PM,"438","29.8","49","1003"
23/07/2022 3:19:58 PM,"445","29.6","49","1003"
23/07/2022 3:24:58 PM,"455","29.4","50","1003"
23/07/2022 3:29:58 PM,"445","29.4","51","1003"
23/07/2022 3:34:58 PM,"451","29.4","51","1003"
23/07/2022 3:39:58 PM,"441","29.8","50","1003"
23/07/2022 3:44:58 PM,"588","29.1","51","1003"
23/07/2022 3:49:58 PM,"573","28.5","52","1003"
23/07/2022 3:54:58 PM,"589","28.1","53","1003"
23/07/2022 3:59:58 PM,"456","30.1","49","1003"
23/07/2022 4:04:58 PM,"438","30.2","51","1003"
23/07/2022 4:09:58 PM,"438","30.4","48","1003"
23/07/2022 4:14:58 PM,"439","29.9","47","1003"
23/07/2022 4:19:58 PM,"454","30.0","48","1003"
23/07/2022 4:24:58 PM,"442","30.1","47","1003"
23/07/2022 4:29:58 PM,"442","30.2","48","1003"
23/07/2022 4:34:58 PM,"446","30.1","48","1003"
23/07/2022 4:39:58 PM,"445","30.1","48","1003"
23/07/2022 4:44:58 PM,"448","30.1","48","1003"
23/07/2022 4:49:58 PM,"455","30.1","48","1003"
23/07/2022 4:54:58 PM,"452","30.0","49","1003"
23/07/2022 4:59:58 PM,"499","29.6","49","1003"
23/07/2022 5:04:58 PM,"435","29.0","49","1003"
23/07/2022 5:09:58 PM,"432","28.6","49","1003"
23/07/2022 5:14:58 PM,"431","28.4","49","1003"
23/07/2022 5:19:58 PM,"461","28.4","50","1003"
23/07/2022 5:24:58 PM,"467","28.3","51","1003"
23/07/2022 5:29:58 PM,"477","28.0","51","1003"
23/07/2022 5:34:58 PM,"450","27.9","52","1003"
23/07/2022 5:39:58 PM,"459","27.6","51","1003"
23/07/2022 5:44:58 PM,"440","27.6","52","1003"
23/07/2022 5:49:58 PM,"451","27.6","52","1003"
23/07/2022 5:54:58 PM,"438","27.5","53","1003"
23/07/2022 5:59:58 PM,"445","27.5","52","1003"
23/07/2022 6:04:58 PM,"439","27.5","52","1003"
23/07/2022 6:09:58 PM,"422","27.4","52","1003"
23/07/2022 6:14:58 PM,"457","27.4","53","1003"
23/07/2022 6:19:58 PM,"431","27.3","53","1003"
23/07/2022 6:24:58 PM,"444","27.1","53","1003"
23/07/2022 6:29:58 PM,"441","26.8","53","1003"
23/07/2022 6:34:58 PM,"419","26.6","55","1003"
23/07/2022 6:39:58 PM,"426","26.4","54","1003"
23/07/2022 6:44:58 PM,"444","25.8","56","1003"
23/07/2022 6:49:58 PM,"444","25.3","58","1003"
23/07/2022 6:54:58 PM,"447","24.8","58","1003"
23/07/2022 6:59:58 PM,"429","24.8","57","1003"
23/07/2022 7:04:58 PM,"438","24.8","57","1003"
23/07/2022 7:09:58 PM,"436","24.7","58","1003"
23/07/2022 7:14:58 PM,"440","24.7","58","1003"
23/07/2022 7:19:58 PM,"424","24.6","58","1003"
23/07/2022 7:24:58 PM,"439","24.5","58","1003"
23/07/2022 7:29:58 PM,"422","24.4","59","1003"
23/07/2022 7:34:58 PM,"439","24.2","59","1003"
23/07/2022 7:39:58 PM,"413","24.1","59","1003"
23/07/2022 7:44:58 PM,"439","24.0","59","1003"
23/07/2022 7:49:58 PM,"421","23.9","59","1003"
23/07/2022 7:54:58 PM,"432","23.8","59","1003"
23/07/2022 7:59:58 PM,"424","23.6","59","1003"
23/07/2022 8:04:58 PM,"431","23.5","59","1003"
23/07/2022 8:09:58 PM,"426","23.3","59","1003"
23/07/2022 8:14:58 PM,"435","23.3","60","1003"
23/07/2022 8:19:58 PM,"441","23.2","60","1003"
23/07/2022 8:24:58 PM,"437","23.2","61","1003"
23/07/2022 8:29:58 PM,"444","23.1","60","1003"
23/07/2022 8:34:58 PM,"1162","23.5","62","1005"
23/07/2022 8:39:58 PM,"905","23.9","60","1002"
23/07/2022 8:44:58 PM,"821","24.3","59","1003"
23/07/2022 8:49:58 PM,"849","24.6","58","1002"
23/07/2022 8:54:58 PM,"910","24.8","58","1001"
23/07/2022 8:59:58 PM,"761","24.9","58","1001"
23/07/2022 9:04:58 PM,"774","25.0","58","1000"
23/07/2022 9:09:58 PM,"1234","25.0","59","1001"
23/07/2022 9:14:58 PM,"1013","25.1","58","1000"
23/07/2022 9:19:58 PM,"663","25.1","58","998"
23/07/2022 9:24:58 PM,"640","25.2","57","996"
23/07/2022 9:29:58 PM,"643","25.3","57","996"
23/07/2022 9:34:58 PM,"523","25.6","55","996"
23/07/2022 9:39:58 PM,"512","25.7","56","999"
23/07/2022 9:44:58 PM,"531","25.8","56","998"
23/07/2022 9:49:58 PM,"645","25.9","56","994"
23/07/2022 9:54:58 PM,"742","25.8","55","993"
23/07/2022 9:59:58 PM,"663","24.8","57","993"
23/07/2022 10:04:58 PM,"647","23.8","59","993"
23/07/2022 10:09:58 PM,"560","23.4","60","993"
23/07/2022 10:14:58 PM,"506","23.4","60","992"
23/07/2022 10:19:58 PM,"467","22.4","61","992"
23/07/2022 10:24:58 PM,"502","20.7","65","992"
